id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,duration,distance,,,
id0446329,2,6/8/16 11:19,6/8/16 11:23,1,-73.90242004,40.7636795,-73.90242004,40.7636795,N,235,0,,,
id2216542,2,4/6/16 17:59,4/6/16 18:18,1,-74.01542664,40.70740128,-74.01542664,40.70740128,N,1133,0,,,
id3126969,1,4/7/16 12:06,4/7/16 12:12,1,-73.98957062,40.71593094,-73.98957062,40.71593094,N,360,0,,,
id3637419,1,6/9/16 17:08,6/9/16 17:08,1,-73.98728943,40.6728363,-73.98728943,40.6728363,N,6,0,,,
id0018862,2,2/3/16 6:34,2/3/16 6:40,6,-73.95549011,40.76824188,-73.95549011,40.76824188,N,367,0,,,
id1118680,1,2/13/16 4:44,2/13/16 4:44,1,-73.78295135,40.64392853,-73.78295135,40.64392853,N,14,0,,,
id0341248,2,3/2/16 8:07,3/2/16 8:20,1,-73.98577881,40.75592804,-73.98577881,40.75592804,N,784,0,,,
id2870164,1,5/4/16 21:29,5/4/16 21:30,1,-74.04030609,40.71885681,-74.04030609,40.71885681,N,44,0,,,
id2243519,1,2/16/16 7:56,2/16/16 7:57,1,-73.89957428,40.74497986,-73.89957428,40.74497986,N,38,0,,,
id3204179,2,6/23/16 21:37,6/23/16 21:52,2,-73.97274017,40.75317001,-73.97274017,40.75317001,N,930,0,,,
id1730912,2,6/16/16 21:39,6/16/16 21:52,2,-73.99604034,40.73286819,-73.99604034,40.73286819,N,772,0,,,
id3670650,2,2/11/16 9:15,2/11/16 9:37,1,-73.88928986,40.74937057,-73.88928986,40.74937057,N,1321,0,,,
id3314734,2,1/26/16 21:06,1/26/16 21:12,1,-73.98782349,40.70057297,-73.98782349,40.70057297,N,364,0,,,
id3366134,2,5/12/16 12:44,5/12/16 12:52,1,-73.98519135,40.72907639,-73.98519135,40.72907639,N,511,0,,,
id1658230,2,3/30/16 22:30,3/30/16 22:38,1,-73.98751068,40.74428177,-73.98751068,40.74428177,N,466,0,,,
id2640576,1,5/19/16 22:24,5/19/16 22:24,1,-73.98680878,40.7610321,-73.98680878,40.7610321,N,19,0,,,
id3663509,1,6/16/16 20:15,6/16/16 20:16,1,-73.94287109,40.74982834,-73.94287109,40.74982834,Y,4,0,,,
id2639286,2,4/19/16 23:52,4/19/16 23:57,1,-73.97247314,40.78704071,-73.97247314,40.78704071,N,311,0,,,
id2623995,1,3/11/16 2:12,3/11/16 2:13,2,-74.45555878,40.84119797,-74.45555878,40.84119797,N,50,0,,,
id1909715,2,6/15/16 18:05,6/15/16 18:20,1,-73.94647217,40.75336838,-73.94647217,40.75336838,N,889,0,,,
id3529590,1,1/23/16 9:38,1/23/16 9:43,1,-73.96731567,40.77470398,-73.96731567,40.77470398,N,275,0,,,
id0388312,1,5/20/16 3:15,5/20/16 3:16,1,-73.99428558,40.74183273,-73.99428558,40.74183273,N,49,0,,,
id0652108,1,5/29/16 0:14,5/29/16 0:15,1,-73.99266052,40.72378159,-73.99266052,40.72378159,N,96,0,,,
id0543787,1,3/16/16 16:23,3/16/16 16:23,2,-73.94544983,40.75170517,-73.94544983,40.75170517,N,25,0,,,
id0691100,2,1/5/16 9:12,1/5/16 9:18,1,-73.9704895,40.75402069,-73.9704895,40.75402069,N,341,0,,,
id3528742,2,5/27/16 7:24,5/27/16 7:26,1,-73.97041321,40.78375626,-73.97041321,40.78375626,N,110,0,,,
id0927386,2,1/21/16 14:58,1/21/16 15:22,1,-73.98960114,40.74151993,-73.98960114,40.74151993,N,1424,0,,,
id1407607,1,5/28/16 23:49,5/28/16 23:50,2,-73.95788574,40.72197723,-73.95788574,40.72197723,N,17,0,,,
id3207919,2,1/25/16 7:34,1/25/16 7:48,5,-73.89146423,40.7470665,-73.89146423,40.7470665,N,824,0,,,
id3909390,2,3/25/16 20:40,3/25/16 20:48,3,-73.97637177,40.71493149,-73.97637177,40.71493149,N,518,0,,,
id0836771,2,5/28/16 19:27,5/28/16 19:51,2,-73.83865356,40.8347702,-73.83865356,40.8347702,N,1483,0,,,
id3033746,2,3/19/16 14:19,3/19/16 14:33,1,-73.98921967,40.71659088,-73.98921967,40.71659088,N,784,0,,,
id1229262,2,6/27/16 18:47,6/27/16 18:54,1,-74.01644897,40.71514893,-74.01644897,40.71514893,N,366,0,,,
id3312217,2,3/11/16 9:59,3/11/16 10:08,5,-73.97277832,40.74222183,-73.97277832,40.74222183,N,493,0,,,
id0180874,1,3/11/16 0:53,3/11/16 0:53,1,-73.94532776,40.75149536,-73.94532776,40.75149536,N,23,0,,,
id3655069,2,3/4/16 15:36,3/4/16 15:41,4,-73.99790955,40.73186111,-73.99790955,40.73186111,N,301,0,,,
id3243817,2,2/18/16 15:00,2/18/16 15:00,1,-73.92884064,40.74660873,-73.92884064,40.74660873,N,8,0,,,
id1150510,2,5/13/16 14:13,5/13/16 14:35,5,-73.78098297,40.67737198,-73.78098297,40.67737198,N,1343,0,,,
id1267733,2,3/24/16 18:28,3/24/16 18:33,1,-73.95896912,40.77183533,-73.95896912,40.77183533,N,280,0,,,
id0987735,1,1/5/16 14:32,1/5/16 14:35,2,-73.95466614,40.82100296,-73.95466614,40.82100296,N,183,0,,,
id2604400,1,2/7/16 1:06,2/7/16 1:06,1,-73.99825287,40.74528885,-73.99825287,40.74528885,N,9,0,,,
id2899379,1,1/2/16 15:22,1/2/16 15:22,2,-73.99789429,40.71282196,-73.99789429,40.71282196,N,3,0,,,
id3050016,2,6/20/16 15:28,6/20/16 15:32,1,-73.94602966,40.79541016,-73.94602966,40.79541016,N,231,0,,,
id0774152,1,5/10/16 15:27,5/10/16 15:28,1,-73.97868347,40.75091553,-73.97868347,40.75091553,N,16,0,,,
id3195629,2,1/21/16 17:01,1/21/16 17:10,1,-73.98154449,40.77887344,-73.98154449,40.77887344,N,555,0,,,
id1110988,1,4/14/16 12:45,4/14/16 12:45,2,-73.95019531,40.82391357,-73.95019531,40.82391357,N,29,0,,,
id2689207,2,4/2/16 0:35,4/2/16 0:42,6,-73.99568176,40.74419785,-73.99568176,40.74419785,N,444,0,,,
id2053702,1,1/18/16 11:01,1/18/16 11:01,1,-73.99835968,40.73542786,-73.99835968,40.73542786,N,4,0,,,
id2692455,2,5/18/16 20:08,5/18/16 20:12,1,-73.96429443,40.76052856,-73.96429443,40.76052856,N,233,0,,,
id1610586,2,5/18/16 20:30,5/18/16 20:34,6,-73.98291779,40.76074982,-73.98291779,40.76074982,N,236,0,,,
id0143390,1,1/29/16 7:03,1/29/16 7:12,1,-74.00308228,40.71112442,-74.00308228,40.71112442,N,513,0,,,
id2163566,2,2/27/16 18:58,2/27/16 19:16,1,-73.94978333,40.77162933,-73.94978333,40.77162933,N,1114,0,,,
id1113867,1,6/4/16 6:20,6/4/16 6:20,1,-73.977005,40.73249817,-73.977005,40.73249817,Y,18,0,,,
id0419086,2,3/25/16 18:16,3/25/16 18:16,1,-74.0037384,40.72248077,-74.0037384,40.72248077,N,20,0,,,
id1700328,2,3/1/16 20:56,3/1/16 20:56,1,-73.95613861,40.77793884,-73.95613861,40.77793884,N,4,0,,,
id0238043,1,2/1/16 2:38,2/1/16 2:38,1,-73.82966614,40.8306694,-73.82966614,40.8306694,N,5,0,,,
id0077713,2,1/24/16 23:42,1/24/16 23:47,4,-74.00389862,40.72546768,-74.00389862,40.72546768,N,303,0,,,
id0235404,1,1/24/16 14:29,1/24/16 14:36,2,-73.98164368,40.76825714,-73.98164368,40.76825714,N,433,0,,,
id1932742,2,3/30/16 15:23,3/30/16 15:41,3,-73.96382904,40.79813385,-73.96382904,40.79813385,N,1075,0,,,
id3948807,2,1/5/16 7:16,1/5/16 7:24,5,-73.93830872,40.75841904,-73.93830872,40.75841904,N,451,0,,,
id1391921,1,6/2/16 16:56,6/2/16 16:57,1,-73.97250366,40.74578476,-73.97250366,40.74578476,Y,47,0,,,
id2203067,2,3/14/16 12:14,3/14/16 12:35,1,-73.97245026,40.74792862,-73.97245026,40.74792862,N,1282,0,,,
id2899310,1,6/15/16 18:31,6/15/16 18:43,3,-73.94604492,40.74564743,-73.94604492,40.74564743,N,701,0,,,
id2416199,2,3/13/16 10:22,3/13/16 10:26,1,-73.96823883,40.63731003,-73.96823883,40.63731003,N,252,0,,,
id1607279,1,1/16/16 7:52,1/16/16 7:57,1,-73.33402252,40.71603012,-73.33402252,40.71603012,N,261,0,,,
id3670699,1,5/25/16 20:39,5/25/16 20:39,1,-73.97136688,40.78625107,-73.97136688,40.78625107,N,5,0,,,
id1841454,2,1/8/16 22:48,1/8/16 22:54,5,-73.93131256,40.69460678,-73.93131256,40.69460678,N,332,0,,,
id0913049,1,5/21/16 12:45,5/21/16 13:00,1,-74.00284576,40.72983551,-74.00284576,40.72983551,N,914,0,,,
id1259271,1,2/29/16 13:35,2/29/16 13:52,1,-73.99314117,40.74186325,-73.99314117,40.74186325,N,1006,0,,,
id2928275,2,2/18/16 15:17,2/18/16 15:27,2,-73.9693222,40.75331879,-73.9693222,40.75331879,N,590,0,,,
id2268666,1,1/5/16 7:11,1/5/16 7:11,1,-74.00417328,40.75186157,-74.00417328,40.75186157,N,19,0,,,
id1803233,1,2/19/16 21:17,2/19/16 21:17,1,-73.95153046,40.77347183,-73.95153046,40.77347183,N,8,0,,,
id2149739,1,6/3/16 22:02,6/3/16 22:18,2,-73.9912796,40.73127365,-73.9912796,40.73127365,N,965,0,,,
id0228503,2,2/3/16 21:22,2/3/16 21:30,1,-73.86973572,40.77258682,-73.86973572,40.77258682,N,487,0,,,
id0805969,1,5/6/16 15:04,5/6/16 15:04,1,-73.95589447,40.78764725,-73.95589447,40.78764725,N,6,0,,,
id0081407,1,3/21/16 5:26,3/21/16 5:26,1,-73.98235321,40.77105331,-73.98235321,40.77105331,N,4,0,,,
id1438878,2,4/21/16 19:45,4/21/16 19:56,6,-73.8183136,40.68574142,-73.8183136,40.68574142,N,667,0,,,
id3024851,2,6/11/16 20:25,6/11/16 20:32,3,-73.9249115,40.75408936,-73.9249115,40.75408936,N,438,0,,,
id1416101,2,4/12/16 19:27,4/12/16 19:54,1,-73.79338837,40.65658188,-73.79338837,40.65658188,N,1575,0,,,
id0040298,2,3/5/16 9:44,3/5/16 9:52,2,-73.97335815,40.79257965,-73.97335815,40.79257965,N,461,0,,,
id1945537,2,6/29/16 11:46,6/29/16 11:52,6,-73.96614838,40.76807022,-73.96614838,40.76807022,N,332,0,,,
id3631330,2,4/18/16 16:38,4/18/16 16:45,1,-73.86907959,40.77297974,-73.86907959,40.77297974,N,446,0,,,
id3435304,2,1/9/16 19:00,1/9/16 19:02,3,-73.95375061,40.77058792,-73.95375061,40.77058792,N,104,0,,,
id1964496,2,3/5/16 19:02,3/5/16 19:10,1,-73.97563171,40.64310074,-73.97563171,40.64310074,N,474,0,,,
id1130505,2,3/1/16 23:49,3/1/16 23:55,1,-73.93913269,40.82999039,-73.93913269,40.82999039,N,387,0,,,
id0684133,2,6/12/16 14:24,6/12/16 14:47,1,-73.82272339,40.78173065,-73.82272339,40.78173065,N,1352,0,,,
id3101774,2,4/13/16 23:44,4/13/16 23:55,6,-73.97718811,40.75849915,-73.97718811,40.75849915,N,617,0,,,
id1624048,2,5/13/16 0:35,5/13/16 0:35,2,-73.96615601,40.77311325,-73.96615601,40.77311325,N,15,0,,,
id3305385,1,1/17/16 8:03,1/17/16 8:03,1,-73.9756546,40.7871666,-73.9756546,40.7871666,N,35,0,,,
id2498222,2,2/7/16 14:56,2/7/16 14:56,1,-73.98287201,40.76932907,-73.98287201,40.76932907,N,11,0,,,
id0462666,2,3/8/16 21:43,3/8/16 22:02,2,-73.98090363,40.74322891,-73.98090363,40.74322891,N,1173,0,,,
id2344335,2,3/12/16 12:47,3/12/16 13:00,1,-73.98638153,40.74433517,-73.98638153,40.74433517,N,779,0,,,
id0339742,1,3/8/16 23:37,3/8/16 23:37,1,-73.60162354,41.02950668,-73.60162354,41.02950668,N,45,0,,,
id1858302,2,6/6/16 6:30,6/6/16 6:42,1,-73.92825317,40.76940536,-73.92825317,40.76940536,N,685,0,,,
id1140629,1,1/3/16 19:52,1/3/16 20:01,1,-73.97484589,40.64777756,-73.97484589,40.64777756,N,599,0,,,
id1603702,2,3/4/16 11:58,3/4/16 12:04,1,-74.01365662,40.71338654,-74.01365662,40.71338654,N,394,0,,,
id3059447,2,6/26/16 11:46,6/26/16 11:53,6,-73.98342133,40.7589798,-73.98342133,40.7589798,N,408,0,,,
id3090598,1,6/9/16 1:04,6/9/16 1:05,1,-74.16899109,40.97618484,-74.16899109,40.97618484,Y,47,0,,,
id1524424,1,2/10/16 4:35,2/10/16 4:35,1,-73.86171722,40.76847076,-73.86171722,40.76847076,N,32,0,,,
id1771501,2,6/1/16 8:25,6/1/16 8:35,5,-74.08943176,40.64004898,-74.08943176,40.64004898,N,608,0,,,
id1317069,2,6/11/16 19:37,6/11/16 19:47,1,-73.96578217,40.80545044,-73.96578217,40.80545044,N,590,0,,,
id0285555,2,2/15/16 15:20,2/15/16 15:21,1,-74.0009079,40.75748825,-74.0009079,40.75748825,N,86,0,,,
id2931617,2,2/5/16 23:40,2/5/16 23:46,2,-73.98784637,40.73809052,-73.98784637,40.73809052,N,378,0,,,
id1461809,2,2/19/16 13:01,2/19/16 13:11,1,-73.97396088,40.7555809,-73.97396088,40.7555809,N,590,0,,,
id3048494,2,5/25/16 21:53,5/25/16 22:07,1,-74.00460815,40.73421097,-74.00460815,40.73421097,N,823,0,,,
id2937497,1,2/8/16 18:13,2/8/16 18:14,2,-73.94541931,40.75162888,-73.94541931,40.75162888,N,22,0,,,
id2960096,2,4/15/16 15:39,4/15/16 15:44,1,-73.97793579,40.74563217,-73.97793579,40.74563217,N,303,0,,,
id0804043,1,1/19/16 7:23,1/19/16 7:24,1,-73.99193573,40.75644302,-73.99193573,40.75644302,N,97,0,,,
id2653014,2,5/27/16 11:03,5/27/16 11:22,1,-73.91692352,40.83734131,-73.91692352,40.83734131,N,1169,0,,,
id0179349,2,2/8/16 11:47,2/8/16 11:52,1,-73.91680908,40.83728027,-73.91680908,40.83728027,N,316,0,,,
id0292519,2,1/17/16 6:35,1/17/16 6:53,1,-73.92830658,40.6975708,-73.92830658,40.6975708,N,1073,0,,,
id1103718,2,3/8/16 18:33,3/8/16 18:40,5,-73.97445679,40.79353714,-73.97445679,40.79353714,N,394,0,,,
id3875780,2,5/1/16 21:35,5/1/16 21:42,6,-73.96109009,40.7968483,-73.96109009,40.7968483,N,418,0,,,
id0320691,1,5/17/16 19:21,5/17/16 19:26,1,-73.97302246,40.75876617,-73.97302246,40.75876617,N,327,0,,,
id3152907,2,1/29/16 20:40,1/29/16 21:00,1,-74.10526276,40.68178177,-74.10526276,40.68178177,N,1191,0,,,
id3432017,2,2/21/16 10:47,2/21/16 10:51,2,-74.001091,40.7365799,-74.001091,40.7365799,N,233,0,,,
id3074325,2,3/11/16 18:52,3/11/16 19:02,1,-73.97928619,40.75970078,-73.97928619,40.75970078,N,584,0,,,
id0791847,2,3/31/16 21:06,3/31/16 21:06,2,-74.00222778,40.73371124,-74.00222778,40.73371124,N,32,0,,,
id3763408,2,2/22/16 8:43,2/22/16 8:46,1,-74.00367737,40.75264359,-74.00367737,40.75264359,N,217,0,,,
id2307224,2,4/13/16 20:57,4/13/16 21:07,1,-73.9563446,40.76373291,-73.9563446,40.76373291,N,610,0,,,
id2292555,1,4/5/16 8:19,4/5/16 8:35,1,-73.96721649,40.75904846,-73.96721649,40.75904846,N,937,0,,,
id0223362,1,2/8/16 14:19,2/8/16 14:19,4,-73.89783478,40.63279724,-73.89783478,40.63279724,N,25,0,,,
id2702548,2,6/12/16 14:55,6/12/16 14:55,1,-73.98027802,40.78253174,-73.98027802,40.78253174,N,4,0,,,
id0581915,1,6/24/16 23:41,6/24/16 23:41,1,-74.00289154,40.72576523,-74.00289154,40.72576523,N,3,0,,,
id1138944,2,2/14/16 14:42,2/14/16 14:56,3,-73.98300934,40.75047684,-73.98300934,40.75047684,N,868,0,,,
id2175285,2,4/24/16 0:14,4/24/16 0:30,1,-73.79457855,40.65621567,-73.79457855,40.65621567,N,957,0,,,
id3678981,1,1/8/16 22:55,1/8/16 22:59,3,-73.97831726,40.7482872,-73.97831726,40.7482872,N,252,0,,,
id0755576,2,2/19/16 18:17,2/19/16 18:22,1,-73.96047211,40.7759285,-73.96047211,40.7759285,N,282,0,,,
id1792652,2,4/1/16 19:43,4/1/16 19:54,2,-73.97447205,40.74664688,-73.97447205,40.74664688,N,677,0,,,
id2962492,2,3/6/16 12:08,3/6/16 12:23,5,-74.00521851,40.72241974,-74.00521851,40.72241974,N,930,0,,,
id2116542,2,3/30/16 15:02,3/30/16 15:21,1,-73.98416901,40.76984024,-73.98416901,40.76984024,N,1123,0,,,
id1649891,2,1/29/16 7:03,1/29/16 7:06,2,-73.98214722,40.74600601,-73.98214722,40.74600601,N,211,0,,,
id2052593,2,3/30/16 20:43,3/30/16 20:47,1,-73.94264221,40.81164169,-73.94264221,40.81164169,N,237,0,,,
id0222668,2,4/16/16 20:32,4/16/16 20:52,1,-74.10092926,40.6838913,-74.10092926,40.6838913,N,1183,0,,,
id3823294,1,5/7/16 13:08,5/7/16 13:13,1,-73.97589874,40.751091,-73.97589874,40.751091,N,298,0,,,
id0472627,2,6/12/16 7:07,6/12/16 7:07,1,-73.91338348,40.75421143,-73.91338348,40.75421143,N,18,0,,,
id2686462,2,6/3/16 13:22,6/3/16 13:38,6,-73.97457123,40.73659134,-73.97457123,40.73659134,N,979,0,,,
id0482352,1,4/27/16 7:10,4/27/16 7:21,1,-73.97320557,40.75127411,-73.97320557,40.75127411,N,704,0,,,
id0028940,2,1/9/16 7:43,1/9/16 7:43,1,-74.18167877,40.68767929,-74.18167877,40.68767929,N,2,0,,,
id2421155,1,6/15/16 11:45,6/15/16 11:46,1,-73.94555664,40.75164032,-73.94555664,40.75164032,N,64,0,,,
id3638625,1,2/22/16 14:54,2/22/16 14:54,1,-73.99134827,40.74051285,-73.99134827,40.74051285,N,2,0,,,
id1782863,1,2/18/16 17:44,2/18/16 17:44,1,-73.98775482,40.72452545,-73.98775482,40.72452545,N,4,0,,,
id3070704,1,5/29/16 12:50,5/29/16 12:50,3,-73.98318481,40.69649887,-73.98318481,40.69649887,N,17,0,,,
id1237645,2,2/5/16 7:41,2/5/16 7:52,1,-73.98396301,40.71741867,-73.98396301,40.71741867,N,671,0,,,
id3825964,1,2/8/16 11:57,2/8/16 12:25,1,-73.97317505,40.72442627,-73.97317505,40.72442627,N,1724,0,,,
id2484699,2,5/1/16 14:30,5/1/16 14:36,1,-73.99963379,40.74631119,-73.99963379,40.74631119,N,362,0,,,
id1450293,2,2/6/16 4:11,2/6/16 4:16,2,-73.99223328,40.7290535,-73.99223328,40.7290535,N,343,0,,,
id2142970,2,1/28/16 22:15,1/28/16 22:19,1,-73.92034149,40.74354935,-73.92034149,40.74354935,N,271,0,,,
id2293674,2,5/19/16 16:39,5/19/16 16:39,1,-73.87267303,40.77407074,-73.87267303,40.77407074,N,10,0,,,
id3113126,1,6/27/16 0:05,6/27/16 0:06,1,-73.97377777,40.78301239,-73.97377777,40.78301239,N,45,0,,,
id1910890,2,5/14/16 1:06,5/14/16 1:14,1,-73.98709869,40.7181282,-73.98709869,40.7181282,N,516,0,,,
id1679871,2,3/18/16 14:25,3/18/16 14:36,6,-74.0055542,40.73875809,-74.0055542,40.73875809,N,654,0,,,
id2752090,1,3/8/16 13:44,3/8/16 13:44,1,-73.79021454,40.64360046,-73.79021454,40.64360046,N,13,0,,,
id2331972,2,2/9/16 12:14,2/9/16 12:14,1,-73.41297913,40.73416138,-73.41297913,40.73416138,N,4,0,,,
id2634150,2,3/14/16 19:05,3/14/16 19:13,3,-73.972229,40.7639122,-73.972229,40.7639122,N,518,0,,,
id0014042,2,6/22/16 19:36,6/22/16 19:49,5,-73.86707306,40.77185059,-73.86707306,40.77185059,N,790,0,,,
id1297813,1,5/10/16 13:00,5/10/16 13:01,1,-73.86434174,40.76981735,-73.86434174,40.76981735,N,6,0,,,
id2987660,2,5/30/16 19:53,5/30/16 19:56,2,-73.97551727,40.71480179,-73.97551727,40.71480179,N,168,0,,,
id2259916,2,4/28/16 16:47,4/28/16 17:01,6,-73.78340149,40.73337936,-73.78340149,40.73337936,N,829,0,,,
id3028644,1,3/18/16 10:59,3/18/16 11:00,1,-73.94553375,40.75153732,-73.94553375,40.75153732,N,13,0,,,
id2724312,2,3/15/16 21:20,3/15/16 21:51,2,-73.98751831,40.73331833,-73.98751831,40.73331833,N,1852,0,,,
id3868499,2,3/12/16 20:23,3/12/16 20:37,1,-73.9907074,40.74591446,-73.9907074,40.74591446,N,833,0,,,
id3563573,1,5/18/16 9:00,5/18/16 9:00,1,-73.94689178,40.74492264,-73.94689178,40.74492264,N,10,0,,,
id1330910,1,3/28/16 13:53,3/28/16 13:53,1,-73.7888031,40.6413765,-73.7888031,40.6413765,N,2,0,,,
id2689924,2,6/11/16 2:19,6/11/16 2:24,2,-73.98310852,40.73881912,-73.98310852,40.73881912,N,292,0,,,
id3188916,2,4/12/16 19:17,4/12/16 19:17,1,-73.78981781,40.64302063,-73.78981781,40.64302063,N,18,0,,,
id3253297,2,5/11/16 18:47,5/11/16 19:01,5,-73.97467041,40.75960541,-73.97467041,40.75960541,N,845,0,,,
id2778790,1,2/9/16 21:05,2/9/16 21:07,1,-73.95461273,40.82630539,-73.95461273,40.82630539,N,158,0,,,
id0856294,2,2/9/16 16:55,2/9/16 17:21,1,-73.87006378,40.77251816,-73.87006378,40.77251816,N,1591,0,,,
id3528570,2,6/2/16 18:57,6/2/16 19:40,1,-73.79463959,40.65662003,-73.79463959,40.65662003,N,2579,0,,,
id2868671,2,2/17/16 0:10,2/17/16 0:12,2,-73.69087982,40.58508682,-73.69087982,40.58508682,N,81,0,,,
id2200778,2,3/3/16 8:01,3/3/16 8:05,1,-73.96380615,40.78313065,-73.96380615,40.78313065,N,187,0,,,
id1836263,1,3/6/16 15:24,3/6/16 15:25,1,-73.99211884,40.73538589,-73.99211884,40.73538589,N,4,0,,,
id0627402,2,4/17/16 0:30,4/17/16 0:30,1,-73.98390961,40.74322891,-73.98390961,40.74322891,N,47,0,,,
id3006211,2,5/15/16 12:43,5/15/16 12:48,1,-73.92881012,40.74399185,-73.92881012,40.74399185,N,301,0,,,
id3880825,1,4/13/16 12:37,4/13/16 12:37,1,-73.9430542,40.74954605,-73.9430542,40.74954605,N,25,0,,,
id2237569,1,4/22/16 21:47,4/22/16 22:00,3,-73.99073029,40.71834183,-73.99073029,40.71834183,N,795,0,,,
id3318280,2,4/15/16 22:58,4/15/16 23:06,1,-73.75634003,40.71617508,-73.75634003,40.71617508,N,500,0,,,
id0397386,2,1/25/16 14:59,1/25/16 15:15,2,-73.96564484,40.64854431,-73.96564484,40.64854431,N,919,0,,,
id2967842,1,3/31/16 19:32,3/31/16 19:38,1,-73.94314575,40.77889633,-73.94314575,40.77889633,N,353,0,,,
id3578002,2,3/16/16 22:30,3/16/16 22:45,1,-74.07633209,40.72434998,-74.07633209,40.72434998,N,925,0,,,
id0150188,2,4/8/16 20:39,4/8/16 20:54,2,-74.00208282,40.73376846,-74.00208282,40.73376846,N,883,0,,,
id1363310,2,6/28/16 23:17,6/28/16 23:29,1,-73.98100281,40.7844696,-73.98100281,40.7844696,N,717,0,,,
id2534360,2,1/5/16 11:19,1/5/16 11:30,1,-73.75615692,40.71615601,-73.75615692,40.71615601,N,644,0,,,
id1355742,2,6/10/16 20:04,6/10/16 20:19,1,-73.86551666,40.76861954,-73.86551666,40.76861954,N,885,0,,,
id3599509,1,1/20/16 13:20,1/20/16 13:22,1,-73.98227692,40.76234818,-73.98227692,40.76234818,N,118,0,,,
id2856665,2,1/18/16 13:04,1/18/16 13:22,1,-73.97179413,40.75789642,-73.97179413,40.75789642,N,1131,0,,,
id1191323,2,6/2/16 6:07,6/2/16 6:09,1,-73.9991684,40.73933029,-73.9991684,40.73933029,N,105,0,,,
id0421922,2,5/4/16 20:57,5/4/16 21:04,1,-73.9941864,40.74663925,-73.9941864,40.74663925,N,409,0,,,
id1785089,2,5/2/16 22:20,5/2/16 22:20,2,-73.78896332,40.64199066,-73.78896332,40.64199066,N,11,0,,,
id2744809,2,6/18/16 16:14,6/18/16 16:38,1,-73.92914581,40.74656677,-73.92914581,40.74656677,N,1441,0,,,
id3863291,1,3/28/16 10:36,3/28/16 10:47,1,-73.98363495,40.72902679,-73.98363495,40.72902679,N,631,0,,,
id0684329,2,5/16/16 22:03,5/16/16 22:07,1,-73.99793243,40.75126266,-73.99793243,40.75126266,N,241,0,,,
id3436467,2,5/26/16 19:30,5/26/16 19:31,1,-74.01576996,40.70503998,-74.01576996,40.70503998,N,50,0,,,
id1300849,2,1/28/16 17:16,1/28/16 17:21,1,-74.00468445,40.72094727,-74.00468445,40.72094727,N,302,0,,,
id0254343,2,4/28/16 20:45,4/28/16 20:46,2,-73.93396759,40.79399872,-73.93396759,40.79399872,N,31,0,,,
id3070191,2,1/1/16 15:27,1/2/16 15:09,3,-73.98965454,40.73565674,-73.98965454,40.73565674,N,85333,0,,,
id1259959,2,2/15/16 14:47,2/15/16 14:55,1,-73.95757294,40.77354813,-73.95757294,40.77354813,N,451,0,,,
id0825698,1,2/3/16 21:19,2/3/16 21:28,2,-73.82416534,40.71337128,-73.82416534,40.71337128,Y,528,0,,,
id1105652,1,3/7/16 17:03,3/7/16 17:04,2,-73.945755,40.75174332,-73.945755,40.75174332,N,39,0,,,
id1293219,2,5/17/16 10:08,5/17/16 10:12,1,-73.9668808,40.63277054,-73.9668808,40.63277054,N,196,0,,,
id0204778,2,6/27/16 6:30,6/27/16 6:38,5,-73.90992737,40.75307846,-73.90992737,40.75307846,N,489,0,,,
id1981362,2,1/4/16 18:25,1/4/16 18:27,1,-73.79423523,40.65646744,-73.79423523,40.65646744,N,136,0,,,
id1978026,2,4/20/16 20:36,4/20/16 20:42,6,-73.81848145,40.68571854,-73.81848145,40.68571854,N,410,0,,,
id0269159,2,4/12/16 18:36,4/12/16 18:43,1,-73.99499512,40.72615814,-73.99499512,40.72615814,N,403,0,,,
id3117540,2,1/26/16 21:32,1/26/16 21:36,5,-73.98144531,40.77035141,-73.98144531,40.77035141,N,242,0,,,
id2478463,1,4/12/16 10:39,4/12/16 11:03,2,-73.96266174,40.75648499,-73.96266174,40.75648499,N,1442,0,,,
id2719226,1,4/26/16 17:48,4/26/16 17:59,1,-73.96765137,40.78783417,-73.96765137,40.78783417,N,620,0,,,
id3087016,2,4/23/16 16:53,4/23/16 16:57,1,-73.95149994,40.7779007,-73.95149994,40.7779007,N,222,0,,,
id3263372,1,6/16/16 12:14,6/16/16 12:45,1,-73.99163055,40.75487137,-73.99163055,40.75487137,N,1901,0,,,
id0342102,2,6/20/16 23:41,6/20/16 23:50,2,-73.99635315,40.71622086,-73.99635315,40.71622086,N,543,0,,,
id3063952,1,1/25/16 10:52,1/25/16 10:58,1,-73.97541046,40.75116348,-73.97541046,40.75116348,N,374,0,,,
id1437056,1,1/28/16 16:07,1/28/16 16:07,1,-73.8769455,40.76126862,-73.8769455,40.76126862,N,31,0,,,
id1035482,2,2/8/16 20:11,2/8/16 20:16,1,-73.95523834,40.77092361,-73.95523834,40.77092361,N,250,0,,,
id3439215,1,5/20/16 13:14,5/20/16 13:15,1,-73.99850464,40.72639084,-73.99850464,40.72639084,N,28,0,,,
id3450813,2,5/15/16 7:00,5/15/16 7:02,2,-73.92861176,40.80812836,-73.92861176,40.80812836,N,109,0,,,
id1234815,2,3/17/16 20:14,3/17/16 20:34,1,-73.94824982,40.74542999,-73.94824982,40.74542999,N,1239,0,,,
